> -L"001a"
-8.895038	-8.544491
-8.76232	-8.435737
-8.703675	-8.308749
-8.435714	-8.273583
-8.25493	-8.115914
> -L"035a"
-16.068224	-10.643627
-16.180823	-10.878631
-16.226378	-11.100366
-16.376999	-11.116276
-16.442924	-11.239018
-16.659562	-11.240278
-16.850971	-11.435429
-16.979999	-11.31647
-17.131274	-11.503603
-17.414398	-11.558331
-17.469261	-11.459179
-17.634413	-11.333246
-17.726303	-11.39889
-17.92185	-11.436346
> -L"035b"
-10.814772	-9.440494
-10.590536	-9.695134
-10.51618	-9.871936
-10.365679	-9.825562
-10.225508	-9.733129
-10.015265	-9.859658
-9.921796	-9.715237
-9.720312	-9.926237
-9.523184	-9.807251
-9.507701	-9.659094
-9.350745	-9.548785
-9.110745	-9.557967
> -L"036a"
-15.877651	-11.956594
-16.053184	-11.923824
-16.221464	-11.865076
-16.540007	-11.927251
-16.786605	-12.00569
-16.96937	-11.998234
-17.041847	-12.103895
-17.135475	-12.042465
-17.269428	-12.153757
-17.430575	-12.129624
-17.636021	-12.291029
-17.733283	-12.242327
-17.898585	-12.481387
-18.116787	-12.485957
-18.165773	-12.428004
-18.262097	-12.415594
-18.36601	-12.300768
-18.513068	-12.444344
-18.669792	-12.314881
-18.770938	-12.181117
-18.977612	-12.243956
> -L"036b"
-10.448513	-10.729455
-10.24624	-10.576985
-10.036241	-10.54669
-9.699491	-10.414789
-9.608051	-10.452851
-9.398777	-10.333089
-9.261689	-10.260155
-9.196033	-10.323196
-8.932404	-10.303537
-8.903586	-10.220438
-8.696517	-10.257373
-8.533394	-10.318664
-8.31673	-10.353246
-8.255398	-10.232018
-8.176548	-10.057977
-8.029706	-9.941888
-7.855439	-9.858616
-7.76671	-9.706619
-7.650773	-9.778129
-7.440064	-9.808552
-7.263147	-9.78175
-7.122223	-9.930673
-7.002529	-9.870446
> -L"037a"
-14.75664	-13.98078
-14.84814	-13.988004
-14.955222	-13.946166
-15.036432	-13.868773
-15.145226	-13.944243
-15.241647	-13.932307
-15.337754	-13.878809
-15.449469	-13.95556
-15.567325	-13.864936
-15.69061	-13.850966
-15.828756	-13.764163
-15.959959	-13.658775
-16.089796	-13.594324
-16.206111	-13.578786
-16.329038	-13.512903
-16.454922	-13.519697
-16.559215	-13.563562
-16.582871	-13.674565
> -L"037b"
-13.832442	-13.714117
-13.691421	-13.691393
-13.601043	-13.630573
-13.475032	-13.717092
-13.349543	-13.579445
-13.21985	-13.431223
-13.067929	-13.33118
-13.005285	-13.032251
-12.907665	-12.960445
-12.795117	-12.778638
-12.706455	-12.763735
-12.574409	-12.801853
-12.423357	-12.684225
-12.3248	-12.553306
-12.211865	-12.584872
-12.024821	-12.583589
-11.91978	-12.627046
-11.804909	-12.602839
-11.671983	-12.564407
-11.573307	-12.546964
-11.538849	-12.473431
-11.532672	-12.416592
> -L"038a"
-16.217769	-14.346784
-16.318134	-14.335395
-16.418446	-14.30864
-16.512601	-14.265357
-16.574859	-14.332364
-16.657643	-14.345058
-16.732187	-14.273465
-16.829514	-14.276613
-16.938122	-14.223675
-16.958885	-14.120427
-17.020424	-14.034072
-17.097116	-13.950568
> -L"038b"
-12.560221	-13.511782
-12.44578	-13.392035
-12.351789	-13.320334
-12.288527	-13.32627
-12.190596	-13.234489
-12.165396	-13.119585
-12.135575	-13.025625
-12.057562	-12.94617
-11.97395	-12.864191
> -L"039a"
-18.786154	-14.84092
-18.99669	-14.792276
-19.21074	-14.700925
-19.329847	-14.661653
-19.482234	-14.658429
-19.64403	-14.652452
-19.773625	-14.817632
-19.867536	-14.816828
-19.877289	-14.693411
-19.97036	-14.696744
-20.206559	-14.793958
-20.455458	-14.871533
-20.596574	-14.783712
-20.638173	-14.678749
-20.847962	-14.555188
-21.013915	-14.622308
-21.170252	-14.644564
-21.329227	-14.701636
-21.398839	-14.562552
-21.545744	-14.488177
-21.920573	-14.485156
-22.192003	-14.437454
-22.436895	-14.542313
-22.517713	-14.463279
-22.715526	-14.451849
-22.966142	-14.557044
-23.161591	-14.455756
-23.377157	-14.368406
> -L"039b"
-10.618999	-13.252103
-10.530019	-13.091452
-10.292119	-12.903423
-10.284101	-12.784568
-10.084299	-12.716787
-9.940245	-12.646363
-9.761105	-12.706991
-9.663753	-12.641853
-9.555108	-12.601585
-9.457579	-12.63494
-9.277286	-12.540429
-9.13521	-12.426832
-8.94235	-12.411489
-8.920279	-12.313406
-8.733602	-12.271865
-8.608829	-12.205645
-8.59223	-12.108732
-8.440937	-12.036485
-8.208107	-11.984677
-7.991464	-11.94019
-7.826942	-11.863758
-7.694885	-11.894824
-7.60045	-11.973618
-7.549624	-11.831302
-7.503547	-11.781584
-7.378247	-11.8402
-7.28148	-11.909656
-7.142901	-11.800936
-6.99868	-11.687273
-6.763917	-11.567369
-6.631466	-11.465409
-6.452288	-11.325079
-6.251604	-11.251006
-6.239894	-11.160394
-6.097147	-11.055714
-5.988321	-11.01931
> -L"040a"
-14.060028	-14.285392
-14.273022	-14.314323
-14.315751	-14.409341
-14.305039	-14.56751
-14.421084	-14.611884
-14.503526	-14.710274
-14.618822	-14.758716
-14.634181	-14.900282
> -L"040b"
-13.514641	-14.16946
-13.367854	-14.134643
-13.211329	-14.143626
-13.091295	-14.19482
-12.991059	-14.281244
-12.92141	-14.347912
-12.813421	-14.327274
-12.74403	-14.326768
-12.631823	-14.350441
-12.433746	-14.422415
-12.331108	-14.586888
> -L"041a"
-13.356002	-15.89316
-13.555893	-15.812275
-13.683721	-15.682612
-13.806242	-15.627595
-13.915967	-15.666382
-14.075023	-15.759502
-14.18437	-15.987324
-14.29725	-15.961119
-14.372373	-15.875933
-14.503042	-15.849655
-14.579301	-15.929756
-14.61844	-16.068021
> -L"041b"
-13.111961	-15.832823
-13.0149	-15.817241
-12.967284	-15.703314
-12.892979	-15.564669
-12.84514	-15.48931
-12.732035	-15.400744
-12.660869	-15.359272
-12.564472	-15.378385
-12.481165	-15.465865
-12.439891	-15.507743
-12.389202	-15.427807
-12.336704	-15.374556
-12.262722	-15.382652
-12.162438	-15.400812
> -L"042a"
-20.290111	-17.384235
-20.263957	-17.53179
-20.133746	-17.592081
-19.99639	-17.819211
-19.803096	-17.879935
-19.558327	-17.877799
-19.386109	-18.071812
-19.262074	-17.969902
-19.127403	-17.833564
-18.953651	-17.755673
-18.721125	-17.749492
-18.593862	-17.66785
-18.427396	-17.704693
-18.092606	-17.636467
-17.868391	-17.586851
-17.636683	-17.606293
-17.443676	-17.572496
-17.262169	-17.56771
-17.057318	-17.623857
-16.836828	-17.584584
-16.656432	-17.486997
-16.456573	-17.402018
-16.352543	-17.437584
-16.154959	-17.341806
-16.003878	-17.270654
-15.825024	-17.139825
-15.766137	-17.036428
-15.449681	-16.939617
> -L"042b"
-12.724053	-16.314333
-12.612744	-16.428092
-12.48935	-16.320232
-12.334808	-16.376369
-12.219103	-16.508568
-12.068163	-16.570175
-11.924482	-16.530868
-11.841975	-16.445623
-11.724801	-16.401887
-11.579458	-16.415589
-11.456885	-16.463196
-11.368463	-16.410278
-11.315601	-16.30206
-11.244822	-16.233603
-10.969791	-16.214774
-10.765765	-16.152115
-10.569938	-16.120265
-10.363958	-16.066536
-10.233713	-16.146008
-10.169338	-16.029681
-9.975861	-15.988006
-9.785722	-15.932221
-9.624932	-15.946136
-9.504746	-15.89553
-9.384413	-15.781308
-9.194013	-15.812844
-9.036457	-15.748847
-8.931683	-15.676843
-8.738282	-15.677996
-8.551204	-15.631501
-8.396824	-15.597038
-8.190706	-15.482368
-8.141865	-15.285513
-8.080717	-15.139664
-8.034864	-14.972777
-8.019969	-14.86668
> -L"043a"
-24.821269	-18.891145
-25.044566	-18.908524
-25.23655	-18.911356
-25.482159	-18.970082
-25.60712	-18.885888
-25.801225	-18.871868
-25.865679	-19.044855
-26.028601	-19.096651
-26.289048	-19.012967
-26.544787	-19.03314
-26.778255	-19.121749
-26.948829	-19.190586
-27.127941	-19.227164
-27.351236	-19.189986
-27.495171	-19.086072
-27.645955	-19.139689
-27.815666	-19.001205
-27.973896	-18.956298
-28.076569	-18.864083
-28.202503	-18.869206
-28.317946	-18.741089
-28.510298	-18.699355
-28.670356	-18.5592
-28.759879	-18.386917
> -L"043b"
-2.007411	-15.435255
-1.677372	-15.450574
-1.508511	-15.441125
-1.312624	-15.387576
-1.130501	-15.427858
-0.900586	-15.418813
-0.740782	-15.416355
-0.624759	-15.312719
-0.42802	-15.242093
-0.251881	-15.197799
-0.211106	-15.246223
-0.043743	-15.230657
0.009861	-15.040948
0.147953	-14.979225
0.289811	-15.01255
0.541898	-15.124452
0.649008	-14.990196
0.749148	-14.830934
0.825368	-14.725841
0.920147	-14.56782
1.017233	-14.398438
1.081199	-14.349805
1.126239	-14.172428
> -L"044a"
-26.026622	-20.146148
-25.911876	-20.002376
-25.727804	-19.999381
-25.605823	-19.846367
-25.340462	-20.007215
-25.089222	-19.979789
-24.802021	-19.890311
-24.642441	-19.765297
-24.517629	-19.850109
-24.31906	-19.893465
-24.096119	-19.719442
-23.822022	-19.795914
-23.596529	-19.850639
-23.390411	-19.817869
-23.194129	-19.777792
-23.015742	-19.863438
-22.908374	-19.751324
-22.765907	-19.766853
-22.607983	-19.82988
-22.378003	-19.718676
-22.155157	-19.682355
-21.928169	-19.73606
-21.759067	-19.631775
-21.586628	-19.551654
-21.439712	-19.656436
-21.239369	-19.646687
-20.928609	-19.718441
-20.639759	-19.667337
-20.434678	-19.685503
-20.37981	-19.547411
-20.247033	-19.410247
-20.133232	-19.33545
-19.987043	-19.334911
-19.797685	-19.20994
-19.713735	-19.079873
-19.504776	-19.037216
-19.406135	-18.957465
-19.241473	-18.986528
> -L"044b"
-7.644456	-16.653367
-7.361964	-16.612742
-7.113728	-16.692428
-6.846329	-16.734371
-6.62665	-16.779782
-6.460358	-16.863392
-6.202226	-16.980043
-5.944942	-16.976525
-5.762904	-17.036194
-5.631166	-16.946742
-5.413953	-16.864725
-5.203792	-16.924307
-5.001196	-16.811729
-4.913611	-16.658247
-4.6512	-16.758877
-4.440904	-16.783047
-4.349756	-16.682367
-4.019407	-16.681845
-3.771138	-16.666608
-3.567357	-16.689954
-3.375217	-16.725342
-3.285099	-16.614039
-3.087107	-16.633565
-2.813253	-16.582688
-2.57564	-16.449993
-2.309277	-16.40974
-2.095151	-16.532332
-1.858277	-16.501713
-1.537955	-16.390043
-1.235163	-16.396248
-1.012152	-16.495641
> -L"045a"
-22.546234	-19.951037
-22.319795	-20.058353
-22.150635	-20.175838
-22.024276	-20.214531
-21.879589	-20.182492
-21.798316	-20.02057
-21.64207	-19.989413
-21.527883	-20.047186
-21.35577	-20.112124
-21.242442	-20.058515
-21.10764	-20.040382
-21.00045	-19.923186
-20.949539	-19.80187
> -L"045b"
-5.286129	-17.17491
-5.127157	-17.178025
-5.029993	-17.126812
-4.905164	-17.174994
-4.762734	-17.266699
-4.655087	-17.151702
-4.505264	-17.295229
-4.378635	-17.157626
-4.171188	-17.329027
-4.012319	-17.267051
-4.002215	-17.139176
-3.831932	-17.026463
-3.764817	-16.854887
> -L"046a"
-24.799254	-20.321258
-24.718725	-20.483561
-24.60005	-20.557994
-24.507844	-20.431409
-24.395728	-20.344169
-24.171055	-20.396636
-24.00151	-20.223468
-23.838266	-20.296725
-23.616022	-20.186382
-23.343125	-20.15767
-23.125128	-20.195697
-23.018878	-20.317085
> -L"046b"
-3.249066	-17.195755
-3.019492	-17.211326
-2.859394	-17.177958
-2.819606	-17.000637
-2.636464	-16.937421
-2.437138	-16.887947
-2.238389	-16.928212
-2.137111	-17.046612
-2.022332	-17.05381
-1.944218	-16.950358
-1.82236	-17.051508
-1.681878	-17.105981
-1.545663	-16.963691
-1.332082	-16.987429
-1.176212	-17.073657
> -L"047a"
-12.005451	-20.185176
-12.242199	-20.156138
-12.377717	-20.313981
-12.556316	-20.390698
-12.803625	-20.428664
-12.87827	-20.269141
-13.055402	-20.213595
-13.189948	-20.309456
-13.391115	-20.398912
-13.588305	-20.24808
-13.747015	-20.230686
-13.879427	-20.12388
-14.043955	-20.14953
> -L"047b"
-11.685769	-20.136432
-11.460843	-20.134183
-11.30987	-20.137031
-11.219865	-20.180204
-11.09451	-20.070355
-11.079108	-20.006078
-10.946774	-19.927627
-10.958494	-19.788791
-10.827512	-19.639869
-10.62684	-19.490701
-10.490959	-19.429906
-10.443738	-19.288336
> -L"048a"
-15.949603	-20.328845
-15.821384	-20.415141
-15.772835	-20.548543
-15.62426	-20.556138
-15.544719	-20.64241
-15.368807	-20.540725
-15.275139	-20.60773
-15.050175	-20.705758
-14.898959	-20.637161
-14.628126	-20.630482
-14.461435	-20.638049
-14.322645	-20.575327
-14.142997	-20.559344
-13.915244	-20.570102
> -L"048b"
-10.719645	-19.859992
-10.567132	-19.822843
-10.411035	-19.692673
-10.233582	-19.614381
-10.145054	-19.655476
-9.953038	-19.532215
-9.842097	-19.520896
-9.723118	-19.543516
-9.600602	-19.461184
-9.564067	-19.349329
-9.387892	-19.320925
-9.302247	-19.085431
-9.168559	-19.012221
-9.001772	-18.919862
> -L"049a"
-11.976333	-21.339256
-12.128925	-21.427489
-12.295807	-21.452647
-12.554255	-21.524455
-12.888565	-21.537357
-13.102359	-21.563318
-13.239577	-21.509015
-13.428818	-21.509738
-13.628815	-21.500193
-13.830017	-21.664737
-14.005243	-21.806858
-14.142628	-21.687392
-14.16614	-21.576027
-14.37896	-21.539573
-14.569974	-21.666521
-14.850602	-21.693494
-15.136482	-21.755553
-15.32043	-21.934053
-15.497979	-21.923216
-15.65353	-22.032436
-15.828988	-22.098594
-15.908813	-22.004251
-16.116169	-21.99328
> -L"049b"
-8.351748	-20.302059
-8.535013	-20.253815
-8.622522	-20.303053
-8.779923	-20.336761
-8.862598	-20.299043
-9.010012	-20.366995
-9.19437	-20.298697
-9.268476	-20.465831
-9.349381	-20.549071
-9.525145	-20.677156
-9.70031	-20.553653
-9.814572	-20.627199
-9.921408	-20.732028
-10.16461	-20.745877
-10.287612	-20.857901
-10.406593	-20.968971
-10.574574	-20.9666
-10.774957	-21.032392
-10.92297	-21.153056
-11.016849	-21.147464
-11.148113	-21.227486
-11.332244	-21.28924
-11.472274	-21.255672
> -L"050a"
-12.271923	-22.172805
-12.523881	-22.140468
-12.726721	-22.222743
-12.808824	-22.17245
-13.009072	-22.140624
-13.118323	-22.073375
-13.413051	-22.058696
-13.563885	-22.131508
-13.67525	-22.122931
-13.787587	-22.227499
-13.941812	-22.223634
-14.039705	-22.279007
-14.152256	-22.225509
-14.306477	-22.221279
-14.432028	-22.249456
-14.474789	-22.390264
-14.63434	-22.421387
-14.725139	-22.391059
-14.805587	-22.243089
-14.953984	-22.205399
-15.056784	-22.284088
-15.162875	-22.23885
-15.264643	-22.276704
-15.381624	-22.239003
-15.470576	-22.184859
-15.549478	-22.259096
-15.725951	-22.251559
-15.838187	-22.192044
-15.914092	-22.202286
-15.925571	-22.35622
-16.051591	-22.367082
-16.112789	-22.282024
-16.20657	-22.2436
-16.303483	-22.203076
-16.487643	-22.294765
-16.581114	-22.299232
-16.699009	-22.402164
-16.842151	-22.414571
-16.924647	-22.518814
-17.124405	-22.565533
-17.245597	-22.653964
-17.38405	-22.650565
-17.550584	-22.644216
-17.712572	-22.662406
-17.836889	-22.714503
> -L"050b"
-11.599334	-22.030183
-11.468717	-21.954927
-11.27719	-21.88798
-11.058446	-21.844437
-10.867926	-21.774254
-10.69997	-21.661816
-10.616577	-21.563428
-10.481614	-21.471942
-10.302878	-21.339153
-10.174771	-21.275126
-9.98674	-21.300722
-9.825977	-21.260247
-9.676457	-21.196332
-9.535716	-21.212613
-9.472923	-21.124168
-9.334539	-21.202941
-9.214868	-21.08925
-9.123552	-21.16149
-8.95414	-21.12325
-8.912313	-20.970023
-8.858681	-20.847214
-8.73625	-20.824979
-8.504349	-20.799545
-8.471048	-20.685078
-8.350473	-20.638192
-8.211748	-20.558352
-8.043651	-20.456616
-7.815521	-20.579464
-7.672056	-20.501303
-7.496188	-20.434291
-7.17006	-20.374971
-6.953445	-20.274961
-6.843402	-20.375183
-6.640273	-20.356693
-6.469606	-20.289735
-6.307321	-20.247727
-6.113595	-20.193622
> -L"051a"
-16.625271	-22.168938
-16.857389	-22.149495
-17.020287	-22.265092
-17.243718	-22.292496
-17.411619	-22.335253
-17.60846	-22.219771
-17.716524	-22.301628
-17.756271	-22.42158
-18.04422	-22.433454
-18.216493	-22.42621
-18.43065	-22.481645
-18.65129	-22.394045
-18.865823	-22.483433
-19.09375	-22.568718
-19.48237	-22.883624
-19.757354	-22.991821
-19.91772	-23.003022
-20.228435	-23.201462
-20.311819	-23.149888
-20.691058	-23.121581
-20.811675	-23.135093
-20.976045	-22.940648
-21.129947	-22.860199
-21.370394	-22.827164
-21.589182	-22.985764
-21.862383	-22.840847
-22.090853	-22.834074
-22.224148	-22.887062
-22.326008	-22.835034
-22.440484	-22.856624
-22.590549	-22.796058
-22.733837	-22.835433
> -L"051b"
-1.784325	-19.403889
-2.024509	-19.373379
-2.156981	-19.54591
-2.420044	-19.606427
-2.541905	-19.498911
-2.747896	-19.537867
-3.032389	-19.596265
-3.032589	-19.892785
-3.270145	-19.945469
-3.376092	-19.892773
-3.491267	-19.881818
-3.533364	-20.056812
-3.757828	-20.131846
-3.878265	-20.102161
-4.039053	-19.977009
-4.311868	-19.977631
-4.559754	-19.761503
-4.683213	-19.692682
-4.968598	-19.695442
-5.070747	-19.549064
-5.350887	-19.595972
-5.541004	-19.667146
-5.603353	-19.878699
-5.797041	-19.832238
-5.940186	-19.977151
-6.146577	-19.802113
-6.412582	-19.824213
-6.457583	-19.945983
-6.694359	-19.97398
-6.837975	-19.849474
-7.077532	-20.002017
-7.338368	-20.099978
-7.65432	-20.229346
-7.871246	-20.310051
> -L"052a"
-19.916461	-24.798063
-19.793577	-24.781531
-19.600035	-24.828214
-19.540077	-24.765337
-19.379053	-24.706774
-19.270893	-24.783024
-19.023947	-24.75776
-18.884352	-24.692525
-18.589189	-24.627777
-18.424695	-24.649787
-18.296137	-24.580989
-18.026048	-24.518728
-17.75145	-24.482692
-17.518518	-24.438713
-17.411113	-24.477352
-17.144137	-24.427644
-16.954529	-24.421397
-16.773354	-24.287525
-16.678215	-24.174846
-16.566669	-24.17364
-16.393579	-24.123686
-16.356111	-24.030815
-16.197904	-24.005164
-16.008624	-23.883633
-15.75983	-23.885305
-15.602902	-23.843302
-15.479689	-23.759723
-15.308362	-23.95625
-15.147961	-23.84301
-14.896884	-23.743108
-14.644656	-23.61945
-14.318309	-23.522347
-14.123514	-23.514228
-14.038612	-23.57147
-13.874581	-23.496337
-13.769805	-23.513898
> -L"052b"
-13.108493	-23.500634
-12.93982	-23.526732
-12.747251	-23.300734
-12.531218	-23.338299
-12.427615	-23.168398
-12.206148	-23.262361
-12.147578	-23.124289
-12.017443	-23.108003
-11.936181	-23.232094
-11.800937	-23.198274
-11.783203	-23.039029
-11.566812	-23.010019
-11.469995	-22.92577
-11.363038	-22.925674
-11.280359	-22.975364
-11.072773	-22.869338
-10.97785	-22.932925
-10.876042	-22.929406
-10.716015	-22.984187
-10.587037	-22.962804
-10.521343	-23.052513
-10.281346	-22.968671
-10.045018	-22.924814
-9.763304	-22.871342
-9.474217	-22.815821
-9.170828	-22.81916
-8.961074	-22.797482
-8.81681	-22.752567
-8.631317	-22.713491
-8.272817	-22.63364
-7.894451	-22.584248
> -L"053a"
-20.144605	-25.142149
-19.924037	-25.179637
-19.703515	-25.181047
-19.359754	-25.175693
-19.20619	-25.11385
-19.121005	-25.184021
-18.849493	-25.085087
-18.576066	-25.097956
-18.348714	-25.040121
-18.159779	-25.054029
-18.028361	-25.157997
> -L"053b"
-9.965751	-23.528306
-9.861193	-23.415502
-9.743194	-23.358697
-9.671331	-23.258948
-9.50242	-23.309199
-9.296657	-23.305848
-9.10495	-23.216809
-8.945194	-23.114575
-8.820884	-23.12767
-8.697843	-23.121297
-8.573586	-23.006484
-8.360025	-22.96415
-8.1995	-22.867398
> -L"054a"
-14.971014	-24.793791
-14.80615	-24.758165
-14.666309	-24.661929
-14.562857	-24.711744
-14.408048	-24.677016
-14.23966	-24.60378
-14.122928	-24.432637
-13.993479	-24.487578
-13.88316	-24.458459
-13.782609	-24.489923
-13.623413	-24.453707
-13.458704	-24.507775
> -L"054b"
-13.166851	-24.429533
-13.080345	-24.355308
-12.901744	-24.307387
-12.777766	-24.176655
-12.694347	-24.131628
-12.580858	-24.143729
-12.46607	-24.16281
-12.396513	-24.239433
-12.303507	-24.203622
-12.175704	-24.140677
-12.055796	-24.035252
> -L"055a"
-18.154824	-25.727899
-17.979449	-25.56088
-17.833203	-25.473293
-17.596088	-25.414261
-17.474359	-25.465404
-17.130688	-25.439396
-16.89761	-25.380225
-16.724009	-25.500539
-16.63284	-25.366873
-16.559002	-25.253407
-16.373308	-25.217239
-16.169114	-25.337755
-16.032434	-25.243503
-15.944077	-25.328045
-15.77304	-25.229235
-15.493328	-25.248323
-15.362194	-25.122217
-15.14193	-25.052649
-15.032174	-25.047383
-14.955895	-25.146656
-14.790558	-25.111109
> -L"055b"
-12.156884	-24.555175
-11.945274	-24.55562
-11.807232	-24.39645
-11.645688	-24.386001
-11.487607	-24.335946
-11.371687	-24.379543
-11.227343	-24.320468
-11.107466	-24.363253
-10.859888	-24.240112
-10.679998	-24.160202
-10.487593	-24.165295
-10.349098	-24.098977
-10.1697	-24.058497
> -L"056a"
-16.815392	-27.028672
-16.524093	-26.80265
-16.186215	-26.936873
-16.064917	-26.870454
-16.004906	-26.721235
-15.859192	-26.616277
-15.514714	-26.507109
-15.261614	-26.532417
> -L"056b"
-12.929135	-25.795515
-12.566624	-25.843728
-12.395145	-26.076428
-11.972238	-25.94745
-11.613434	-26.017868
-11.440694	-25.833864
-11.243532	-25.893985
-11.018331	-25.90986
> -L"057a"
-18.047503	-28.692427
-17.937259	-28.650932
-17.585293	-28.706885
-17.321867	-28.62527
-17.122789	-28.54936
-16.937374	-28.651262
-16.741288	-28.777157
-16.516499	-28.843092
> -L"057b"
-9.702392	-27.505234
-9.520655	-27.298703
-9.447798	-27.159912
-9.304411	-27.124645
-9.226983	-27.010457
-8.889944	-27.084186
